Work Order,Start Date,Start Time,Duration(hrs),Contract,Type,Location,Addl Loc,Description,Status,Substatus,Project Manager,Flags,End Date,End Time,GR,Suites
108317,12/22/2018,12:00:00 AM,384,INT00001,SITEMNT,STF,,Platform Approval Required,ACTIVE,CONF,Kristy Varga,,1/7/2019,12:00:00 AM,,
108681,12/22/2018,12:00:00 AM,384,INT00001,SITEMNT,BLD,,Platform Approval Required,ACTIVE,CONF,Kristy Varga,,1/7/2019,12:00:00 AM,,
108681,12/22/2018,12:00:00 AM,384,INT00001,SITEMNT,STF,,Platform Approval Required,CANCEL,CONF,Kristy Varga,,1/7/2019,12:00:00 AM,,
108725,2/9/2019,2:00:00 AM,32,AK66005,SETUP,STF,,IGA W ROCHESTER MN DASD Setup,ACTIVE,CONF,Daljeet Singh,,2/10/2019,10:00:00 AM,GR,
108725,2/10/2019,10:00:00 AM,120,CFTVMCL,TEST,STF,BLD IRU,IGA W ROCHESTER MN,ACTIVE,CONF,Daljeet Singh,EBRS,2/15/2019,10:00:00 AM,GR,
108725,2/10/2019,10:00:00 AM,120,AK66005,TEST,STF,,IGA W ROCHESTER MN,ACTIVE,CONF,Daljeet Singh,,2/15/2019,10:00:00 AM,GR,BIRCH
108725,2/15/2019,10:00:00 AM,24,AK66005,BREAKDWN,STF,,IGA W ROCHESTER MN DASD breakdown,ACTIVE,CONF,Daljeet Singh,,2/16/2019,10:00:00 AM,GR,
108725,2/10/2019,9:00:00 AM,120,AK66004,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,EXP,2/15/2019,9:00:00 AM,GR,C-D/S
108725,2/10/2019,9:00:00 AM,120,CFTVMCL,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,EBRS,2/15/2019,9:00:00 AM,GR,
108725,2/10/2019,9:00:00 AM,120,AK66005,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,,2/15/2019,9:00:00 AM,GR,BIRCH
108725,2/10/2019,9:00:00 AM,120,AK66007,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,EXP,2/15/2019,9:00:00 AM,GR,D-D/S
108725,2/10/2019,9:00:00 AM,120,AK66008,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,,2/15/2019,9:00:00 AM,GR,ASH
108725,2/10/2019,9:00:00 AM,120,CFTT6KG,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,EXP,2/15/2019,9:00:00 AM,GR,
108725,2/10/2019,10:00:00 AM,120,AK66008,TEST,STF,,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,,2/15/2019,10:00:00 AM,GR,ASH
108731,12/22/2018,8:00:00 AM,384,INT00001,SITEMNT,RTP,,Platform Approval Required,ACTIVE,CONF,Kristy Varga,,1/7/2019,8:00:00 AM,,
108731,12/22/2018,12:00:00 AM,384,INT00001,SITEMNT,RTP,,Platform Approval Required,CANCEL,CONF,Kristy Varga,,1/7/2019,12:00:00 AM,,
108764,7/18/2019,7:00:00 AM,96,CFTK8TQ,SETUP,BLD,,BLUE CROSS AND BLUE SHIELD OF CS Setup,CANCEL,CONF,Virupaksheswara Ramapragada,,7/22/2019,7:00:00 AM,,
108764,7/20/2019,11:00:00 PM,32,CFTK8SQ,SETUP,BLD,,BLUE CROSS AND BLUE SHIELD OF Native set,CANCEL,CONF,Virupaksheswara Ramapragada,,7/22/2019,7:00:00 AM,,ASPEN OFFICE-225
108764,7/22/2019,7:00:00 AM,72,CFTK8SQ,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,,7/25/2019,7:00:00 AM,,ASPEN OFFICE-226
108764,7/22/2019,7:00:00 AM,72,CFTK87Q,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,,7/25/2019,7:00:00 AM,,BEAVER_CREEK
108764,7/22/2019,7:00:00 AM,72,CFTL11Q,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,EBRS,7/25/2019,7:00:00 AM,,
108764,7/22/2019,7:00:00 AM,72,CFTK8TQ,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,,7/25/2019,7:00:00 AM,,VAIL
108764,7/22/2019,7:00:00 AM,72,CFTLNLQ,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,,7/25/2019,7:00:00 AM,,
108764,7/22/2019,7:00:00 AM,72,CFTDNTR,TEST,BLD,,BLUE CROSS AND BLUE SHIELD OF,CANCEL,CONF,Virupaksheswara Ramapragada,,7/25/2019,7:00:00 AM,,
108764,7/24/2019,9:00:00 AM,8,CFTSQKH,TEST,STF,BLD IRU RTP,BLUE CROSS & BLUE SHIELD,CANCEL,CONF,Virupaksheswara Ramapragada,EXP,7/24/2019,5:00:00 PM,,
109286,1/1/2019,8:00:00 AM,24,INTSTF01,SITEMNT,STF,,Site hold,ACTIVE,CONF,Kristy Varga,,1/2/2019,8:00:00 AM,,
109286,4/19/2019,8:00:00 AM,62,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,4/21/2019,10:00:00 PM,,
109286,5/11/2019,8:00:00 AM,48,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,5/13/2019,8:00:00 AM,,
109286,5/25/2019,12:00:00 AM,72,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,5/28/2019,12:00:00 AM,,
109286,6/15/2019,12:00:00 AM,48,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,6/17/2019,12:00:00 AM,,
109286,7/4/2019,12:00:00 AM,96,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,7/8/2019,12:00:00 AM,,
109286,8/31/2019,12:00:00 AM,72,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,9/3/2019,12:00:00 AM,,
109286,11/27/2019,12:00:00 AM,120,INTSTF01,SITEMNT,STF,,Site Hold,ACTIVE,CONF,Kristy Varga,,12/2/2019,12:00:00 AM,,
109286,12/23/2019,12:00:00 AM,216,INTSTF01,SITEMNT,STF,,site hold,ACTIVE,CONF,Kristy Varga,,1/1/2020,12:00:00 AM,,
109433,2/6/2019,2:00:00 PM,4,CFTVMCL,TEST,STF,BLD IRU,IGA W ROCHESTER MN,ACTIVE,CONF,Daljeet Singh,EBRS,2/6/2019,6:00:00 PM,GR,KATSURA
109504,2/19/2019,8:00:00 AM,48,CFTLKXF,TEST,BLD,,AK STEEL CORP,CANCEL,CONF,Bonda Madhusudana Rao,EBRS,2/21/2019,8:00:00 AM,,ASPEN
109504,2/19/2019,8:00:00 AM,48,CFTLKYF,TEST,BLD,,AK STEEL CORP,CANCEL,CONF,Bonda Madhusudana Rao,,2/21/2019,8:00:00 AM,,BEAVER_CREEK
109504,3/12/2019,8:00:00 AM,48,CFTLKYF,TEST,BLD,,AK STEEL CORP,CANCEL,CONF,Bonda Madhusudana Rao,,3/14/2019,8:00:00 AM,,STEAMBOAT
109504,3/12/2019,8:00:00 AM,48,CFTLKXF,TEST,BLD,,AK STEEL CORP,CANCEL,CONF,Bonda Madhusudana Rao,EBRS,3/14/2019,8:00:00 AM,,OFFICE-229 STEAMBOAT
109504,4/1/2019,2:00:00 AM,32,CFTLKXF,SETUP,BLD,STF,AK STEEL CORP Shark set-up,CANCEL,WIP,Bonda Madhusudana Rao,,4/2/2019,10:00:00 AM,,
109504,4/2/2019,10:00:00 AM,48,CFTLKXF,TEST,BLD,STF,AK STEEL CORP,CANCEL,WIP,Bonda Madhusudana Rao,,4/4/2019,10:00:00 AM,,
109504,4/2/2019,10:00:00 AM,48,CFTLKYF,TEST,BLD,STF,AK STEEL CORP,CANCEL,WIP,Bonda Madhusudana Rao,,4/4/2019,10:00:00 AM,,
109504,4/2/2019,10:00:00 AM,48,CFTLKXF,TEST,BLD,STF,AK STEEL CORP,CANCEL,WIP,Bonda Madhusudana Rao,,4/4/2019,10:00:00 AM,,
109504,4/4/2019,10:00:00 AM,24,CFTLKXF,SETUP,BLD,STF,AK STEEL CORP Shark brk dwn,CANCEL,WIP,Bonda Madhusudana Rao,,4/5/2019,10:00:00 AM,,
109504,5/28/2019,8:00:00 AM,48,CFTLKXF,TEST,BLD,,AK STEEL CORP,CANCEL,PEND,Bonda Madhusudana Rao,EBRS,5/30/2019,8:00:00 AM,,OFFICE-227 STEAMBOAT
109504,5/28/2019,8:00:00 AM,48,CFTLKYF,TEST,BLD,,AK STEEL CORP,CANCEL,PEND,Bonda Madhusudana Rao,,5/30/2019,8:00:00 AM,,STEAMBOAT
109577,2/11/2019,8:00:00 AM,120,CFTQ11G,TEST,RTP,,IGA LATIN AMERICA,ACTIVE,CONF,Noor Mohammed,,2/16/2019,8:00:00 AM,GR,KILL_DEVIL_HILLS
109615,9/27/2018,9:00:00 AM,"2,296",INTBLD01,MAINT,BLD,,Hold on all ROP resources,ACTIVE,CONF,Kristy Varga,,1/1/2019,12:00:00 AM,,
109615,11/26/2018,9:00:00 AM,"1,000",INTBLD01,MAINT,BLD,,I series hold Dan Shea,ACTIVE,CONF,Kristy Varga,,1/7/2019,1:00:00 AM,,
109615,12/12/2018,8:00:00 AM,"1,209",INTBLD01,MAINT,BLD,,XIV hold,ACTIVE,CONF,Kristy Varga,,1/31/2019,5:00:00 PM,,
109615,1/30/2019,9:00:00 AM,"1,080",INTBLD01,MAINT,BLD,,KS DASD HOLD,ACTIVE,CONF,Kristy Varga,,3/16/2019,10:00:00 AM,,
109615,5/19/2019,6:00:00 AM,112,INTBLD01,MAINT,BLD,,Intel hold,ACTIVE,CONF,Kristy Varga,,5/23/2019,10:00:00 PM,,
109681,6/10/2019,4:00:00 PM,16,CFTRFQC,SETUP,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC Lpar,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/11/2019,8:00:00 AM,GR,ELDORA
109681,6/10/2019,4:00:00 PM,16,CFTJ5YL,SETUP,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC C/S &,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/11/2019,8:00:00 AM,GR,ELDORA
109681,6/11/2019,8:00:00 AM,72,CFTRFQC,TEST,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/14/2019,8:00:00 AM,GR,ELDORA
109681,6/11/2019,8:00:00 AM,72,CFTJ5YL,TEST,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/14/2019,8:00:00 AM,GR,ELDORA
109681,6/11/2019,8:00:00 AM,72,BF34213,TEST,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,EBRS,6/14/2019,8:00:00 AM,GR,
109681,6/11/2019,8:00:00 AM,72,CFT2NVD,TEST,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/14/2019,8:00:00 AM,GR,
109681,6/14/2019,8:00:00 AM,8,CFTRFQC,SETUP,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC Lpar,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,6/14/2019,4:00:00 PM,GR,ELDORA
109681,6/11/2019,8:00:00 AM,72,CFTRFWC,TEST,BLD,,PACIFIC SUNWEAR OF CALIFORNIA INC,CANCEL,CONF,ASHOK P KRISHNA MURTHY,,6/14/2019,8:00:00 AM,GR,ELDORA
109775,6/3/2019,8:00:00 PM,80,CFTZ82D,TEST,BLD,,ELI LILLY & CO,CANCEL,PEND,MANIKANTAN NAMASIVAYAM VEERA,EBRS,6/7/2019,4:00:00 AM,,VAIL
109792,2/24/2019,4:00:00 PM,8,CFTXP0R,SETUP,STF,,HONEYWELL INTERNATIONAL INC LPAR Setup -,ACTIVE,CONF,Udaya Rajanna,,2/25/2019,12:00:00 AM,GR,D-D/S
109792,2/25/2019,12:00:00 AM,72,CFTXP0R,TEST,STF,,HONEYWELL INTERNATIONAL INC,ACTIVE,CONF,Udaya Rajanna,,2/28/2019,12:00:00 AM,GR,D-D/S MERCURY
109792,2/28/2019,12:00:00 AM,8,CFTXP0R,BREAKDWN,STF,,HONEYWELL INTERNATIONAL INC LPAR brkdwn,ACTIVE,CONF,Udaya Rajanna,,2/28/2019,8:00:00 AM,GR,D-D/S
109792,2/25/2019,8:00:00 AM,72,CFTXP0R,TEST,STF,,HONEYWELL INTERNATIONAL INC,CANCEL,CONF,Udaya Rajanna,,2/28/2019,8:00:00 AM,GR,D-D/S MERCURY
109819,3/18/2019,12:00:00 AM,8,CFTDBYS,SETUP,STF,,IGA PLM SAIL CS/VDI setup -,ACTIVE,CONF,Daljeet Singh,,3/18/2019,8:00:00 AM,GR,
109819,3/18/2019,8:00:00 AM,120,CFTDBYS,TEST,STF,IRU,IGA PLM SAIL,ACTIVE,CONF,Daljeet Singh,,3/23/2019,8:00:00 AM,GR,PINE
109819,3/18/2019,12:00:00 AM,8,CFT67TQ,SETUP,STF,,IGA IPD SAIL CS/VDI setup -,CANCEL,CONF,Daljeet Singh,EXP,3/18/2019,8:00:00 AM,GR,
109819,3/18/2019,8:00:00 AM,120,CFT67TQ,TEST,STF,IRU,IGA IPD SAIL,CANCEL,CONF,Daljeet Singh,EXP,3/23/2019,8:00:00 AM,GR,PINE
109834,3/4/2019,8:00:00 AM,72,CFTYAMC,TEST,STF,,IGA GLOBAL IMAGE,ACTIVE,CONF,Daljeet Singh,,3/7/2019,8:00:00 AM,GR,MAPLE
109834,3/4/2019,8:00:00 AM,72,CFTK6YK,TEST,STF,,IGA GENERAL LEDGER,ACTIVE,CONF,Daljeet Singh,XSITE,3/7/2019,8:00:00 AM,GR,MAPLE
109870,1/22/2019,8:00:00 AM,48,AK63301,TEST,STF,,IGA STORAGE PRODUCTS,ACTIVE,CONF,Noor Mohammed,EXP,1/24/2019,8:00:00 AM,GR,D
109870,1/15/2019,8:00:00 AM,96,AK63301,TEST,STF,,IGA STORAGE PRODUCTS,CANCEL,WIP,Noor Mohammed,EXP,1/19/2019,8:00:00 AM,GR,D
109870,1/22/2019,8:00:00 AM,48,AK63301,TEST,STF,,IGA STORAGE PRODUCTS,CANCEL,PEND,Noor Mohammed,EXP,1/24/2019,8:00:00 AM,GR,D
109871,10/19/2019,10:00:00 PM,32,CFTP45F,SETUP,STF,,MEDSTAR HEALTH INC dasd setup,ACTIVE,CONF,Muralidhar R Reddy,,10/21/2019,6:00:00 AM,GR,
109871,10/20/2019,6:00:00 AM,24,CFTP46F,SETUP,STF,,MEDSTAR HEALTH INC Blade/CS setup -,ACTIVE,CONF,Muralidhar R Reddy,,10/21/2019,6:00:00 AM,GR,CHESTNUT
109871,10/21/2019,6:00:00 AM,70,CFTRT9M,TEST,STF,,MEDSTAR HEALTH INC,ACTIVE,CONF,Muralidhar R Reddy,EBRS,10/24/2019,4:00:00 AM,GR,
109871,10/21/2019,6:00:00 AM,70,CFTP46F,TEST,STF,,MEDSTAR HEALTH INC,ACTIVE,CONF,Muralidhar R Reddy,,10/24/2019,4:00:00 AM,GR,CHESTNUT
109871,10/21/2019,6:00:00 AM,70,CFTP41F,TEST,STF,,MEDSTAR HEALTH INC,ACTIVE,CONF,Muralidhar R Reddy,,10/24/2019,4:00:00 AM,GR,CHESTNUT
109871,10/21/2019,6:00:00 AM,70,CFTP45F,TEST,STF,,MEDSTAR HEALTH INC,ACTIVE,CONF,Muralidhar R Reddy,,10/24/2019,4:00:00 AM,GR,
109871,10/24/2019,4:00:00 AM,24,CFTP45F,BREAKDWN,STF,,MEDSTAR HEALTH INC dasd brkdwn,ACTIVE,CONF,Muralidhar R Reddy,,10/25/2019,4:00:00 AM,GR,
109871,10/21/2019,6:00:00 AM,70,CFTP5BF,TEST,STF,,MEDSTAR HEALTH INC RECOVERY ONLY contrac,CANCEL,CONF,Muralidhar R Reddy,EBRS,10/24/2019,4:00:00 AM,GR,
109875,2/6/2019,8:00:00 AM,"1,655",2J26516,QATEST,BLD,,INTERNATIONAL BUSINESS MACHINES,ACTIVE,CONF,Noor Mohammed,,4/16/2019,8:00:00 AM,GR,
109875,2/6/2019,8:00:00 AM,"1,535",2J26516,PARTTEST,BLD,,INTERNATIONAL BUSINESS MACHINES SVCDisk,ACTIVE,CONF,Noor Mohammed,,4/11/2019,8:00:00 AM,GR,
109875,2/6/2019,8:00:00 AM,"1,655",CFTK6YK,QATEST,BLD,,IGA GENERAL LEDGER,ACTIVE,CONF,Noor Mohammed,XSITE,4/16/2019,8:00:00 AM,GR,
109875,2/6/2019,8:00:00 AM,"1,463",CFTK6YK,PARTTEST,BLD,,IGA GENERAL LEDGER 3584j not available f,ACTIVE,CONF,Noor Mohammed,XSITE,4/8/2019,8:00:00 AM,GR,
109875,1/8/2019,8:00:00 AM,"2,014",2J26516,QATEST,BLD,,INTERNATIONAL BUSINESS MACHINES,CANCEL,CONF,Noor Mohammed,,4/2/2019,7:00:00 AM,GR,CRESTED_BUTTE
109875,1/8/2019,8:00:00 AM,"2,014",CFTK6YK,SETUP,BLD,,IGA GENERAL LEDGER,CANCEL,WIP,Noor Mohammed,XSITE EXP,4/2/2019,7:00:00 AM,GR,
109875,1/8/2019,8:00:00 AM,"2,014",CFTK6YK,QATEST,BLD,,IGA GENERAL LEDGER,CANCEL,CONF,Noor Mohammed,XSITE,4/2/2019,7:00:00 AM,GR,
109875,2/6/2019,8:00:00 AM,"1,318",2J26516,QATEST,BLD,,INTERNATIONAL BUSINESS MACHINES,CANCEL,CONF,Noor Mohammed,,4/2/2019,7:00:00 AM,GR,CRESTED_BUTTE
109875,2/6/2019,8:00:00 AM,"1,318",CFTK6YK,QATEST,BLD,,IGA GENERAL LEDGER,CANCEL,CONF,Noor Mohammed,XSITE,4/2/2019,7:00:00 AM,GR,
109875,4/2/2020,7:00:00 AM,24,2J26516,BREAKDWN,BLD,,INTERNATIONAL BUSINESS MACHINES Brkdwn,CANCEL,CONF,Noor Mohammed,,4/3/2020,7:00:00 AM,GR,CRESTED_BUTTE
109893,4/5/2019,12:00:00 AM,12,AH22704,TEST,BLD,,FIRST STATE BANK,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,4/5/2019,12:00:00 PM,GR,BRECKENRIDGE NCA2
109900,2/4/2019,8:00:00 AM,48,CFTL53R,TEST,BLD,IRU LAN,LERETA LLC,ACTIVE,CONF,Kaustab Dastidar,EBRS,2/6/2019,8:00:00 AM,GR,ELDORA OFFICE-227
109907,6/12/2019,12:00:00 AM,32,CFTLYNQ,SETUP,STF,,INFOR US INC Native setup,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,6/13/2019,8:00:00 AM,GR,A
109907,6/13/2019,8:00:00 AM,24,CFTLYNQ,TEST,STF,,INFOR US INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,6/14/2019,8:00:00 AM,GR,A
109918,3/17/2019,4:00:00 AM,32,CFTBJVP,SETUP,STF,,GERBER LIFE INSURANCE CO Shark set-up,ACTIVE,CONF,Virupaksheswara Ramapragada,,3/18/2019,12:00:00 PM,GR,
109918,3/18/2019,12:00:00 PM,60,CFTBJVP,TEST,STF,,GERBER LIFE INSURANCE CO,ACTIVE,CONF,Virupaksheswara Ramapragada,EBRS,3/21/2019,12:00:00 AM,GR,A
109918,3/21/2019,12:00:00 AM,24,CFTBJVP,SETUP,STF,,GERBER LIFE INSURANCE CO Shark Brk dwn,ACTIVE,CONF,Virupaksheswara Ramapragada,,3/22/2019,12:00:00 AM,GR,
109921,1/9/2019,12:00:00 AM,8,CFTCV8F,SETUP,BLD,,CONSTELLATION BRANDS INC LPAR Setup -,ACTIVE,CONF,Bonda Madhusudana Rao,,1/9/2019,8:00:00 AM,GR,BEAVER_CREEK
109921,1/9/2019,8:00:00 AM,48,CFTC9VF,TEST,BLD,,CONSTELLATION BRANDS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EBRS,1/11/2019,8:00:00 AM,GR,
109921,1/9/2019,8:00:00 AM,48,CFTCV8F,TEST,BLD,,CONSTELLATION BRANDS INC,ACTIVE,CONF,Bonda Madhusudana Rao,,1/11/2019,8:00:00 AM,GR,BEAVER_CREEK
109921,1/11/2019,8:00:00 AM,8,CFTCV8F,BREAKDWN,BLD,,CONSTELLATION BRANDS INC LPAR brkdwn -,ACTIVE,CONF,Bonda Madhusudana Rao,,1/11/2019,4:00:00 PM,GR,BEAVER_CREEK
109937,1/28/2019,8:00:00 AM,120,R31417,TEST,RTP,,IGA TRI-STATE,CANCEL,PEND,Daljeet Singh,EXP,2/2/2019,8:00:00 AM,GR,
109943,4/14/2019,4:00:00 PM,8,CFTVV1F,SETUP,STF,,PASSUMPSIC SAVINGS BANK LPAR Setup,ACTIVE,CONF,Udaya Rajanna,,4/15/2019,12:00:00 AM,GR,CHESTNUT
109943,4/15/2019,12:00:00 AM,24,CFTVV1F,TEST,STF,,PASSUMPSIC SAVINGS BANK,ACTIVE,CONF,Udaya Rajanna,,4/16/2019,12:00:00 AM,GR,CHESTNUT
109943,4/15/2019,12:00:00 AM,24,CFTVV2F,TEST,STF,,PASSUMPSIC SAVINGS BANK,ACTIVE,CONF,Udaya Rajanna,EBRS,4/16/2019,12:00:00 AM,GR,
109943,4/16/2019,12:00:00 AM,8,CFTVV1F,BREAKDWN,STF,,PASSUMPSIC SAVINGS BANK LPAR Brkdwn,ACTIVE,CONF,Udaya Rajanna,,4/16/2019,8:00:00 AM,GR,CHESTNUT
109945,3/20/2019,1:00:00 PM,18,CFT2LGC,SETUP,BLD,,GREAT WEST CASUALTY CO CS/Blade setup -,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,7:00:00 AM,GR,SNOWMASS
109945,3/21/2019,7:00:00 AM,16,CFT2LGC,TEST,BLD,,GREAT WEST CASUALTY CO,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,11:00:00 PM,GR,VAIL
109945,3/21/2019,7:00:00 AM,16,CFT2KWC,TEST,BLD,,GREAT WEST CASUALTY CO,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,EBRS,3/21/2019,11:00:00 PM,GR,
109945,3/21/2019,7:00:00 AM,16,CFT87TC,TEST,BLD,,GREAT WEST CASUALTY CO,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,11:00:00 PM,GR,
109945,3/21/2019,7:00:00 AM,16,CFTDKYR,TEST,BLD,,GREAT WEST CASUALTY CO,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,11:00:00 PM,GR,SNOWMASS
109945,3/21/2019,7:00:00 AM,16,CFT0C9D,OTHERSVC,BLD,,GREAT WEST CASUALTY CO,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,11:00:00 PM,GR,
109945,3/21/2019,7:00:00 AM,16,CFT2K4C,TEST,BLD,,GREAT WEST CASUALTY CO,CANCEL,CONF,ASHOK P KRISHNA MURTHY,,3/21/2019,11:00:00 PM,GR,VAIL
109948,7/17/2019,8:00:00 AM,48,5J04001,TEST,BLD,,FULLBEAUTY BRANDS,ACTIVE,CONF,Ajas Abdulsalam,EBRS,7/19/2019,8:00:00 AM,GR,ELDORA
109952,3/20/2019,8:00:00 AM,4,CFTLK6R,NETTEST,BLD,CHI IRU,HARBOR CAPITAL ADVISORS INC,CANCEL,PEND,Bonda Madhusudana Rao,EBRS,3/20/2019,12:00:00 PM,,
109952,3/20/2019,9:00:00 AM,4,CFTCXXN,NETTEST,CHI,BLD IRU,HARBOR CAPITAL ADVISORS INC,CANCEL,PEND,Bonda Madhusudana Rao,EBRS ACD,3/20/2019,1:00:00 PM,,EUS(LS)3010 EUS(WGR)3008
109973,2/19/2019,12:00:00 AM,8,CFT71SF,SETUP,BLD,,BEACON HEALTH OPTIONS INC LPAR Setup,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/19/2019,8:00:00 AM,GR,ASPEN VAIL
109973,2/26/2019,8:00:00 AM,72,CFTGFPL,TEST,BLD,,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,3/1/2019,8:00:00 AM,GR,VAIL
109973,2/26/2019,8:00:00 AM,72,CFT71SF,TEST,BLD,,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,3/1/2019,8:00:00 AM,GR,ASPEN VAIL
109973,2/26/2019,8:00:00 AM,72,CFTRX2N,TEST,BLD,,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,3/1/2019,8:00:00 AM,GR,ASPEN VAIL
109973,2/26/2019,8:00:00 AM,72,CFT90JF,TEST,BLD,IRU RTP,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,3/1/2019,8:00:00 AM,GR,
109973,3/1/2019,8:00:00 AM,8,CFT71SF,BREAKDWN,BLD,,BEACON HEALTH OPTIONS INC LPAR Brkdwn,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,3/1/2019,4:00:00 PM,GR,ASPEN VAIL
109973,2/19/2019,8:00:00 AM,72,CFT90JF,TEST,BLD,IRU RTP,BEACON HEALTH OPTIONS INC,CANCEL,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,2/22/2019,8:00:00 AM,GR,
109973,2/19/2019,8:00:00 AM,72,CFT71SF,TEST,BLD,,BEACON HEALTH OPTIONS INC,CANCEL,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/22/2019,8:00:00 AM,GR,COPPER
109973,2/19/2019,8:00:00 AM,72,CFTRX2N,TEST,BLD,,BEACON HEALTH OPTIONS INC,CANCEL,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/22/2019,8:00:00 AM,GR,
109973,2/19/2019,8:00:00 AM,72,CFTGFPL,TEST,BLD,,BEACON HEALTH OPTIONS INC,CANCEL,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/22/2019,8:00:00 AM,GR,COPPER
109973,2/22/2019,8:00:00 AM,8,CFT71SF,BREAKDWN,BLD,,BEACON HEALTH OPTIONS INC LPAR Brkdwn,CANCEL,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/22/2019,4:00:00 PM,GR,COPPER
109976,7/16/2019,4:00:00 PM,40,CFTT8CR,TEST,BLD,,COGNIZANT TECHNOLOGY SOLUTIONS US,ACTIVE,CONF,JATINDRA DASH,EBRS,7/18/2019,8:00:00 AM,GR,OFFICE-231 STEAMBOAT
109976,5/14/2019,2:00:00 PM,40,CFTT8CR,TEST,BLD,,COGNIZANT TECHNOLOGY SOLUTIONS US,CANCEL,PEND,JATINDRA DASH,EBRS,5/16/2019,6:00:00 AM,GR,OFFICE-231 STEAMBOAT
109978,12/9/2019,8:00:00 AM,24,CFT0T8R,OTHERSVC,BLD,,NATIONAL INDEMNITY CO MCS RR,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,12/10/2019,8:00:00 AM,GR,
109978,12/9/2019,8:00:00 AM,24,CFT690R,TEST,BLD,IRU,NATIONAL INDEMNITY CO,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,12/10/2019,8:00:00 AM,GR,BRECKENRIDGE
